Cust_Tenure,Trans_Mean,Trans_STD,Trans_Freq,Trans_SUM,Food_Mean,Food_STD,Food_Freq,Food_SUM,Promotion_Mean,Promotion_STD,Promotion_Freq,Promotion_SUM,Active_Customer
0.189542484,0.092295659,0.130389382,0.257142857,0.092295659,0.007150239,0.008067173,0.16875,0.007150239,0.018518519,0.03548308,0.161290323,0.018518519,0
0.06162465,0.037479424,0.038456196,0.285714286,0.037479424,0.045813718,0.082777497,0.16875,0.045813718,0.027777778,0.035121416,0.129032258,0.027777778,0
0.050887021,0.039531377,0.046401471,0.2,0.039531377,0.027872012,0.047324927,0.21875,0.027872012,0,0,0,0,0
0.022408964,0.007176767,0.008765619,0.171428571,0.007176767,0.0061586,0.011746835,0.075,0.0061586,0,0,0,0,0
0.030812325,0.019490333,0.030744259,0.228571429,0.019490333,0.024864041,0.039426097,0.225,0.024864041,0.012345679,0.028357036,0.032258065,0.012345679,0
0.25210084,0.040205221,0.034086253,0.371428571,0.040205221,0.027400549,0.044383981,0.1875,0.027400549,0,0,0,0,0
0.159663866,0.067311926,0.081912816,0.371428571,0.067311926,0.076063924,0.153746996,0.16875,0.076063924,0.032098765,0.03011271,0.225806452,0.032098765,0
0.266106443,0.042463947,0.035782358,0.257142857,0.042463947,0.053837295,0.057105547,0.41875,0.053837295,0.267901235,0.155818831,0.709677419,0.267901235,0
0.269374416,0.096863772,0.071764345,0.428571429,0.096863772,0.100155531,0.091378783,0.63125,0.100155531,0,0,0,0,0
0.284780579,0.081855161,0.067239661,0.514285714,0.081855161,0.142420225,0.126945494,0.65,0.142420225,0.174691358,0.113063859,0.709677419,0.174691358,0
0.275910364,0.001080065,0.001448348,0.057142857,0.001080065,0,0,0,0,0,0,0,0,0
0.474789916,0.068718855,0.054714805,0.571428571,0.068718855,0.108881953,0.104515939,0.58125,0.108881953,0,0,0,0,0
0.416900093,0.094157808,0.085062281,0.657142857,0.094157808,0.063499685,0.058076319,0.39375,0.063499685,0,0,0,0,0
0.082633053,0.063012218,0.074934235,0.257142857,0.063012218,0.115047512,0.142347052,0.4,0.115047512,0.317283951,0.174219711,0.612903226,0.317283951,0
0.081232493,0.071933445,0.075520209,0.257142857,0.071933445,0.077104275,0.130381401,0.2625,0.077104275,0,0,0,0,0
0.073762838,0.041763147,0.05085786,0.257142857,0.041763147,0.057022717,0.087691336,0.2625,0.057022717,0,0,0,0,0
0.08076564,0.026376225,0.026080049,0.2,0.026376225,0.023625362,0.033650264,0.20625,0.023625362,0.018518519,0.030370125,0.064516129,0.018518519,0
0.469654528,0.08490085,0.099634102,0.257142857,0.08490085,0.013621987,0.035739671,0.075,0.013621987,0.075925926,0.068714557,0.387096774,0.075925926,0
0.195144725,0.040920756,0.037081366,0.457142857,0.040920756,0.074703465,0.071617535,0.45,0.074703465,0,0,0,0,0
0.16853408,0.140027526,0.159907279,0.457142857,0.140027526,0.04715678,0.048491356,0.3875,0.04715678,0.012962963,0.016698306,0.129032258,0.012962963,0
0.162464986,0.10314673,0.100352144,0.457142857,0.10314673,0.044241013,0.037356129,0.6,0.044241013,0,0,0,0,0
0.1643324,0.031066646,0.04104564,0.142857143,0.031066646,0.009185708,0.040310942,0.025,0.009185708,0,0,0,0,0
0.063958917,0.069470069,0.102843655,0.257142857,0.069470069,0.131035515,0.206826388,0.2625,0.131035515,0.394444444,0.193686474,0.64516129,0.394444444,0
0.017273576,0.019064238,0.020366801,0.142857143,0.019064238,0.009203105,0.020008325,0.06875,0.009203105,0,0,0,0,0
0.160597572,0.083258243,0.064705847,0.4,0.083258243,0.061481613,0.043766613,0.61875,0.061481613,0,0,0,0,0
0.043417367,0.028722844,0.031503574,0.228571429,0.028722844,0.023712348,0.03243057,0.18125,0.023712348,0,0,0,0,0
0.180205416,0.078989453,0.061865588,0.542857143,0.078989453,0.10687084,0.101195824,0.425,0.10687084,0.119753086,0.118744921,0.35483871,0.119753086,0
0.038281979,0.02264079,0.033777482,0.142857143,0.02264079,0.030131905,0.057752381,0.0875,0.030131905,0,0,0,0,0
0.283846872,0.032619978,0.030044549,0.485714286,0.032619978,0.036370532,0.045295142,0.28125,0.036370532,0.168518519,0.113750287,0.709677419,0.168518519,0
0.390756303,0.106924702,0.157912248,0.314285714,0.106924702,0.016353344,0.016189727,0.3125,0.016353344,0.039506173,0.035233886,0.225806452,0.039506173,0
0.054154995,0.039372495,0.041343678,0.2,0.039372495,0.00412313,0.007397226,0.06875,0.00412313,0,0,0,0,0
0.358076564,0.114310011,0.073974563,0.714285714,0.114310011,0.171306493,0.141675435,0.59375,0.171306493,0.088271605,0.087427455,0.225806452,0.088271605,0
0.070494865,0.030089686,0.052985976,0.171428571,0.030089686,0,0,0,0,0,0,0,0,0
0.06302521,0.02403524,0.026568409,0.171428571,0.02403524,0.010333921,0.017660843,0.10625,0.010333921,0,0,0,0,0
0.591503268,0.08418588,0.062828219,0.428571429,0.08418588,0.167165966,0.16254971,0.4625,0.167165966,0,0,0,0,0
0.246031746,0.04733398,0.043569749,0.542857143,0.04733398,0.096770041,0.112900993,0.4375,0.096770041,0,0,0,0,0
0.058356676,0.025394194,0.02858634,0.142857143,0.025394194,0.017171011,0.031528992,0.1,0.017171011,0,0,0,0,0
0.253968254,0.073776864,0.071018939,0.542857143,0.073776864,0.167778346,0.183408257,0.6125,0.167778346,0,0,0,0,0
0.212418301,0.077465476,0.083653338,0.342857143,0.077465476,0.08132135,0.087695524,0.3375,0.08132135,0.025308642,0.023014145,0.35483871,0.025308642,0
0.059757236,0.043822902,0.050929579,0.257142857,0.043822902,0.021676879,0.033377241,0.125,0.021676879,0.00617284,0.014178518,0.032258065,0.00617284,0
0.316059757,0.101526893,0.078808182,0.8,0.101526893,0.212610863,0.203025927,0.55,0.212610863,0,0,0,0,0
0.043417367,0.027540801,0.029283398,0.171428571,0.027540801,0.009495378,0.019494488,0.075,0.009495378,0,0,0,0,0
0.027077498,0.030317869,0.035163068,0.228571429,0.030317869,0.052108016,0.107562637,0.075,0.052108016,0,0,0,0,0
0.034080299,0.034362618,0.038546027,0.171428571,0.034362618,0.009585843,0.017072878,0.1,0.009585843,0,0,0,0,0
0.422502334,0.123296224,0.106588498,0.542857143,0.123296224,0.204538575,0.187017872,0.6,0.204538575,0,0,0,0,0
0.094304388,0.101911964,0.082774134,0.428571429,0.101911964,0.129782918,0.123320428,0.61875,0.129782918,0.010493827,0.016891857,0.064516129,0.010493827,0
0.152661064,0.037205605,0.039086478,0.285714286,0.037205605,0.049703726,0.071374234,0.20625,0.049703726,0.375925926,0.327683578,0.290322581,0.375925926,0
0.018207283,0.01502456,0.015198749,0.171428571,0.01502456,0.004714634,0.010527176,0.04375,0.004714634,0,0,0,0,0
0.078431373,0.055009164,0.062015852,0.342857143,0.055009164,0.110037126,0.145149955,0.35,0.110037126,0.00617284,0.014178518,0.032258065,0.00617284,0
0.016806723,0.020130781,0.022384443,0.171428571,0.020130781,0.022546738,0.047145613,0.1,0.022546738,0,0,0,0,0
0.01774043,0.022514022,0.025584091,0.142857143,0.022514022,0.034950923,0.055340889,0.2125,0.034950923,0,0,0,0,0
0.04388422,0.038378632,0.063032138,0.257142857,0.038378632,0.066926928,0.129852944,0.1375,0.066926928,0.001851852,0.004253555,0.032258065,0.001851852,0
0.033146592,0.030128562,0.028874088,0.2,0.030128562,0.029836153,0.061474171,0.05625,0.029836153,0,0,0,0,0
0.555555556,0.144860491,0.137043979,0.314285714,0.144860491,0.066526793,0.059439152,0.40625,0.066526793,0,0,0,0,0
0.389355742,0.04772567,0.046208422,0.257142857,0.04772567,0.02320783,0.031918185,0.225,0.02320783,0.124691358,0.149552804,0.387096774,0.124691358,0
0.345938375,0.030600139,0.029079394,0.342857143,0.030600139,0.014056917,0.023992599,0.15,0.014056917,0,0,0,0,0
0.054154995,0.028030972,0.039928507,0.228571429,0.028030972,0.052031468,0.084156255,0.23125,0.052031468,0,0,0,0,0
0.044817927,0.043118493,0.073447902,0.257142857,0.043118493,0.067269653,0.119500244,0.15,0.067269653,0.016049383,0.027031908,0.064516129,0.016049383,0
0.201213819,0.05100643,0.041017057,0.342857143,0.05100643,0.021102772,0.026683171,0.18125,0.021102772,0,0,0,0,0
0.159197012,0.075016533,0.064648691,0.657142857,0.075016533,0.151094456,0.134080828,0.61875,0.151094456,0,0,0,0,0
0.14379085,0.022669524,0.022908511,0.171428571,0.022669524,0.032847604,0.058108244,0.11875,0.032847604,0,0,0,0,0
0.315592904,0.070513511,0.052816348,0.485714286,0.070513511,0.039909117,0.042607369,0.3625,0.039909117,0,0,0,0,0
0.932773109,0.043616692,0.043182225,0.342857143,0.043616692,0.048033597,0.062058011,0.175,0.048033597,0.133333333,0.108972441,0.548387097,0.133333333,0
0.099906629,0.068708333,0.083806123,0.285714286,0.068708333,0.121310494,0.162887502,0.3,0.121310494,0,0,0,0,0
0.241363212,0.03535986,0.031952474,0.428571429,0.03535986,0.057984781,0.063350163,0.375,0.057984781,0.061728395,0.056912827,0.290322581,0.061728395,0
0.100373483,0.047855819,0.055648195,0.371428571,0.047855819,0.10847138,0.142128119,0.45625,0.10847138,0.211655773,0.199328045,0.580645161,0.211655773,0
0.057889823,0.025475326,0.030240296,0.228571429,0.025475326,0.022170959,0.034335314,0.15,0.022170959,0.074074074,0.142696916,0.096774194,0.074074074,0
0.050420168,0.039044842,0.044471591,0.285714286,0.039044842,0.053458036,0.076022664,0.325,0.053458036,0.008024691,0.018432074,0.032258065,0.008024691,0
0.084033613,0.064580762,0.068780852,0.2,0.064580762,0.063148262,0.093242199,0.2375,0.063148262,0,0,0,0,0
0.244631186,0.041465107,0.033687707,0.514285714,0.041465107,0.023120844,0.04227268,0.16875,0.023120844,0,0,0,0,0
0.051820728,0.049434505,0.050046527,0.285714286,0.049434505,0.010908028,0.017564685,0.15,0.010908028,0.001851852,0.004253555,0.032258065,0.001851852,0
0.25210084,0.078765272,0.087436487,0.342857143,0.078765272,0.004279705,0.007075682,0.0875,0.004279705,0.096296296,0.143307088,0.322580645,0.096296296,0
0.191876751,0.031896555,0.027221518,0.228571429,0.031896555,0.040608484,0.070358613,0.15,0.040608484,0,0,0,0,0
0.036414566,0.016868614,0.022872009,0.142857143,0.016868614,0.023851526,0.051101027,0.11875,0.023851526,0,0,0,0,0
0.211484594,0.057073191,0.049049659,0.4,0.057073191,0.089866842,0.083650675,0.59375,0.089866842,0.017283951,0.018990973,0.161290323,0.017283951,0
0.551820728,0.063789729,0.053880291,0.342857143,0.063789729,0.062769004,0.069152197,0.33125,0.062769004,0.022222222,0.029048482,0.096774194,0.022222222,0
0.739962652,0.040837934,0.044775732,0.2,0.040837934,0.022842489,0.038999574,0.15625,0.022842489,0.117283951,0.146795493,0.419354839,0.117283951,0
0.497665733,0.069654869,0.072411786,0.314285714,0.069654869,0.037682279,0.041999058,0.275,0.037682279,0.094444444,0.142360658,0.387096774,0.094444444,0
0.759570495,0.028790454,0.04678643,0.171428571,0.028790454,0.014230888,0.020045452,0.15625,0.014230888,0.187037037,0.240149021,0.193548387,0.187037037,0
0.06442577,0.043537251,0.043955498,0.257142857,0.043537251,0.050116039,0.06557103,0.2375,0.050116039,0.081481481,0.143278432,0.129032258,0.081481481,0
0.109243697,0.039524616,0.037268749,0.257142857,0.039524616,0.019592697,0.034890481,0.1625,0.019592697,0,0,0,0,0
0.286647993,0.082331683,0.08740801,0.257142857,0.082331683,0.008281055,0.014175812,0.0875,0.008281055,0,0,0,0,0
0.249766573,0.053749692,0.050605518,0.285714286,0.053749692,0.082010278,0.126831446,0.3875,0.082010278,0,0,0,0,0
0.545751634,0.06127803,0.060971536,0.4,0.06127803,0.015935811,0.022041749,0.1375,0.015935811,0.330202822,0.247772265,0.677419355,0.330202822,0
0.081699346,0.030179269,0.028502786,0.228571429,0.030179269,0.01496157,0.029378413,0.10625,0.01496157,0,0,0,0,0
0.381419234,0.058566882,0.072141532,0.285714286,0.058566882,0.04081377,0.040768701,0.3125,0.04081377,0.064197531,0.099050325,0.193548387,0.064197531,0
0.41503268,0.095109374,0.074820673,0.457142857,0.095109374,0.07504445,0.100589228,0.225,0.07504445,0,0,0,0,0
0.107376284,0.122676067,0.137190096,0.457142857,0.122676067,0.031680254,0.035789771,0.3375,0.031680254,0,0,0,0,0
0.052287582,0.051026713,0.055237638,0.257142857,0.051026713,0.010507893,0.021068876,0.08125,0.010507893,0,0,0,0,0
0.68907563,0.123054322,0.092515046,0.571428571,0.123054322,0.214260116,0.168302936,0.775,0.214260116,0,0,0,0,0
0.648459384,0.037712677,0.047360561,0.285714286,0.037712677,0.008535054,0.017202201,0.0875,0.008535054,0.112962963,0.059170402,0.677419355,0.112962963,0
0.544351074,0.066215226,0.071485581,0.285714286,0.066215226,0.051460841,0.064229666,0.35,0.051460841,0,0,0,0,0
0.16573296,0.09670381,0.107044267,0.314285714,0.09670381,0.028740131,0.020648172,0.4,0.028740131,0.058641975,0.076801336,0.193548387,0.058641975,0
0.192810458,0.052885227,0.038971413,0.685714286,0.052885227,0.098582826,0.088349451,0.6,0.098582826,0,0,0,0,0
0.5,0.028987649,0.031141685,0.171428571,0.028987649,0.035142291,0.072066914,0.1625,0.035142291,0,0,0,0,0
0.083099907,0.030069403,0.027353461,0.257142857,0.030069403,0.008768176,0.011893042,0.1625,0.008768176,0.056790123,0.07358893,0.161290323,0.056790123,0
0.189542484,0.072264291,0.069814681,0.742857143,0.072264291,0.103906361,0.090200681,0.68125,0.103906361,0.122839506,0.149071976,0.483870968,0.122839506,0
0.304388422,0.095474722,0.083897876,0.685714286,0.095474722,0.122406516,0.112783541,0.45,0.122406516,0,0,0,0,0
0.008870215,0.013077402,0.01746471,0.142857143,0.013077402,0.03785799,0.05714452,0.125,0.03785799,0,0,0,0,0
0.303454715,0.079508979,0.07751758,0.314285714,0.079508979,0.023614924,0.025197469,0.28125,0.023614924,0.076131687,0.057923775,0.451612903,0.076131687,0
0.468253968,0.091702384,0.086503584,0.314285714,0.091702384,0.108941104,0.101958481,0.4,0.108941104,0,0,0,0,0
0.197945845,0.091809173,0.075458731,0.571428571,0.091809173,0.04457156,0.054641721,0.3,0.04457156,0.058641975,0.06250569,0.193548387,0.058641975,0
0.248366013,0.035108014,0.030153041,0.257142857,0.035108014,0.02856616,0.035174482,0.225,0.02856616,0,0,0,0,0
0.919701214,0.031939071,0.030419515,0.342857143,0.031939071,0.055705751,0.057894275,0.46875,0.055705751,0.169753086,0.150534999,0.677419355,0.169753086,0
0.021475257,0.030769163,0.041817963,0.114285714,0.030769163,0.036222656,0.061002376,0.1625,0.036222656,0,0,0,0,0
0.234827264,0.03130666,0.02182197,0.457142857,0.03130666,0.067083503,0.05220762,0.475,0.067083503,0,0,0,0,0
0.454715219,0.320036316,0.319196373,0.457142857,0.320036316,0.020615651,0.026638981,0.25,0.020615651,0,0,0,0,0
0.081232493,0.029401758,0.029477911,0.228571429,0.029401758,0.018388813,0.029111371,0.1625,0.018388813,0.025308642,0.031522153,0.129032258,0.025308642,0
0.081699346,0.072261222,0.071538337,0.228571429,0.072261222,0.134368813,0.157842522,0.2125,0.134368813,0,0,0,0,0
0.027077498,0.022074559,0.022748945,0.171428571,0.022074559,0.01520513,0.031939021,0.0875,0.01520513,0,0,0,0,0
0.060690943,0.041079639,0.062635475,0.285714286,0.041079639,0.09314099,0.14261949,0.19375,0.09314099,0,0,0,0,0
0.27264239,0.031765023,0.02403659,0.485714286,0.031765023,0.03293285,0.050329277,0.18125,0.03293285,0,0,0,0,0
0.118580766,0.051062208,0.047948429,0.371428571,0.051062208,0.062560238,0.04972769,0.43125,0.062560238,0.172222222,0.150765541,0.580645161,0.172222222,0
0.129785247,0.088450358,0.082537177,0.285714286,0.088450358,0.04709415,0.060735009,0.3875,0.04709415,0,0,0,0,0
0.119047619,0.031328634,0.032313865,0.2,0.031328634,0.032219566,0.056569612,0.15625,0.032219566,0,0,0,0,0
0.036414566,0.034218947,0.050385152,0.2,0.034218947,0.045632787,0.116978574,0.075,0.045632787,0,0,0,0,0
0.64659197,0.070478016,0.073292028,0.2,0.070478016,0.014822392,0.020962241,0.175,0.014822392,0.140123457,0.153104392,0.419354839,0.140123457,0
0.037815126,0.028779749,0.028761437,0.2,0.028779749,0.012583376,0.025201725,0.125,0.012583376,0.020987654,0.034266434,0.064516129,0.020987654,0
0.218487395,0.163455084,0.179928297,0.457142857,0.163455084,0.042104641,0.032663626,0.45,0.042104641,0,0,0,0,0
0.093837535,0.07587249,0.065927232,0.314285714,0.07587249,0.079522482,0.090209662,0.4125,0.079522482,0,0,0,0,0
0.008870215,0.001759542,0.002756112,0.057142857,0.001759542,0.003796063,0.007849724,0.04375,0.003796063,0,0,0,0,0
0.248366013,0.118180023,0.138899178,0.514285714,0.118180023,0.056071092,0.061953264,0.31875,0.056071092,0.051851852,0.045649451,0.258064516,0.051851852,0
0.081699346,0.032440813,0.032995404,0.285714286,0.032440813,0.039978706,0.074479766,0.15625,0.039978706,0.028395062,0.029570921,0.161290323,0.028395062,0
0.344070962,0.079093179,0.089479912,0.685714286,0.079093179,0.047424696,0.050439252,0.35625,0.047424696,0,0,0,0,0
0.086834734,0.060155709,0.055289836,0.257142857,0.060155709,0.063917217,0.084699761,0.3125,0.063917217,0.002469136,0.005671407,0.032258065,0.002469136,0
0.150326797,0.080168173,0.086749605,0.342857143,0.080168173,0.013465413,0.015422025,0.20625,0.013465413,0.02654321,0.035863763,0.129032258,0.02654321,0
0.422035481,0.062464303,0.048225462,0.457142857,0.062464303,0.132862218,0.088411692,0.58125,0.132862218,0,0,0,0,0
0.569561158,0.055988136,0.041813143,0.685714286,0.055988136,0.043303306,0.038558074,0.45625,0.043303306,0,0,0,0,0
0.119514472,0.058418704,0.060455553,0.4,0.058418704,0.112220471,0.121301192,0.50625,0.112220471,0,0,0,0,0
0.06022409,0.032686359,0.03990526,0.228571429,0.032686359,0.037828415,0.055917543,0.2375,0.037828415,0.184567901,0.187372856,0.258064516,0.184567901,0
0.29318394,0.029536209,0.04829509,0.257142857,0.029536209,0.056652157,0.099935819,0.2,0.056652157,0.180864198,0.154393,0.64516129,0.180864198,0
0.596171802,0.053715606,0.042331322,0.428571429,0.053715606,0.06525332,0.048851491,0.525,0.06525332,0,0,0,0,0
0.448646125,0.057256944,0.046611196,0.4,0.057256944,0.038211153,0.0622158,0.26875,0.038211153,0,0,0,0,0
0.455182073,0.056126172,0.044070904,0.371428571,0.056126172,0.044641148,0.05383743,0.26875,0.044641148,0,0,0,0,0
0.037815126,0.016238154,0.024447583,0.171428571,0.016238154,0.006283859,0.011284922,0.075,0.006283859,0,0,0,0,0
0.112511671,0.102530073,0.132132883,0.257142857,0.102530073,0.046259086,0.039430282,0.33125,0.046259086,0.062345679,0.141762103,0.064516129,0.062345679,0
0.290849673,0.031556816,0.025030818,0.285714286,0.031556816,0.037995428,0.046183724,0.25,0.037995428,0.07345679,0.063467257,0.451612903,0.07345679,0
0.138188609,0.062360467,0.052819079,0.371428571,0.062360467,0.051678305,0.041127693,0.46875,0.051678305,0.000617284,0.001417852,0.032258065,0.000617284,0
0.549486461,0.109197514,0.121783424,0.457142857,0.109197514,0.024790973,0.01691968,0.46875,0.024790973,0,0,0,0,0
0.256769374,0.035689458,0.035541545,0.257142857,0.035689458,0.031227927,0.058952295,0.11875,0.031227927,0.117901235,0.084295041,0.548387097,0.117901235,0
0.401027077,0.030860437,0.03083535,0.228571429,0.030860437,0.023687992,0.030130625,0.29375,0.023687992,0.231481481,0.212185178,0.35483871,0.231481481,0
0.276844071,0.047366212,0.032836255,0.457142857,0.047366212,0.056158078,0.065127312,0.3125,0.056158078,0.033333333,0.024786752,0.451612903,0.033333333,0
0.085901027,0.054314233,0.061803916,0.228571429,0.054314233,0.024084648,0.03252673,0.20625,0.024084648,0,0,0,0,0
0.239962652,0.076892484,0.056856818,0.4,0.076892484,0.127399505,0.118729456,0.5125,0.127399505,0,0,0,0,0
0.570961718,0.080786743,0.066489637,0.457142857,0.080786743,0.124111439,0.10443282,0.56875,0.124111439,0,0,0,0,0
0.501867414,0.018827604,0.016928075,0.314285714,0.018827604,0.010069484,0.01129949,0.19375,0.010069484,0,0,0,0,0
0.632119514,0.079297699,0.073992447,0.685714286,0.079297699,0.051286869,0.04792733,0.3625,0.051286869,0,0,0,0,0
0.260971055,0.037251395,0.031653811,0.371428571,0.037251395,0.043099759,0.04595531,0.3375,0.043099759,0.166666667,0.151186675,0.548387097,0.166666667,0
0.254435107,0.10887834,0.119368379,0.428571429,0.10887834,0.053367571,0.058890404,0.36875,0.053367571,0.003703704,0.008507111,0.032258065,0.003703704,0
0.508870215,0.075119491,0.078442084,0.371428571,0.075119491,0.076408388,0.102617363,0.25625,0.076408388,0,0,0,0,0
0.233426704,0.049938197,0.052827031,0.228571429,0.049938197,0.048764279,0.072910545,0.31875,0.048764279,0,0,0,0,0
0.105975724,0.101482687,0.115865518,0.342857143,0.101482687,0.029616949,0.032310904,0.24375,0.029616949,0.038271605,0.040474482,0.193548387,0.038271605,0
0.027544351,0.031377228,0.031708803,0.171428571,0.031377228,0.02117932,0.029773273,0.1625,0.02117932,0,0,0,0,0
0.078898226,0.055683329,0.061463819,0.228571429,0.055683329,0.007720866,0.013271783,0.1125,0.007720866,0.030864198,0.065346977,0.064516129,0.030864198,0
0.084033613,0.036026379,0.033925734,0.257142857,0.036026379,0.062998647,0.066142339,0.3125,0.062998647,0.055555556,0.07820887,0.129032258,0.055555556,0
0.041549953,0.026967809,0.028833353,0.171428571,0.026967809,0.017344982,0.036634051,0.09375,0.017344982,0.013580247,0.03119274,0.032258065,0.013580247,0
0.045284781,0.017291175,0.016501703,0.2,0.017291175,0.018441004,0.03157875,0.15,0.018441004,0.12345679,0.157253358,0.161290323,0.12345679,0
0.386087768,0.028757776,0.03433021,0.257142857,0.028757776,0.010313045,0.013053593,0.1625,0.010313045,0.080246914,0.072947943,0.387096774,0.080246914,0
0.338468721,0.06622569,0.049785245,0.685714286,0.06622569,0.13432706,0.136106665,0.525,0.13432706,0.048765432,0.050067587,0.225806452,0.048765432,0
0.193277311,0.102845102,0.095469145,0.685714286,0.102845102,0.195718208,0.227938002,0.525,0.195718208,0.203057025,0.170286572,0.387096774,0.203057025,0
0.254901961,0.049909463,0.047567885,0.285714286,0.049909463,0.020093736,0.038485411,0.11875,0.020093736,0.057407407,0.054237194,0.225806452,0.057407407,0
